"Question","Answer"
"How does make the desire stop!!!!!!!!!!!!` relate to Oh man!!!  What I wouldn't do for a cigarette right now.  Why is it every time I'm drenched in rain, all I want is cigarettes and coffee....and to sit outside (under something obstructing the pouring rain) whilst reflecting on a good job of aquiring enemies and former friends.  why?  Nothing like being in idaho.  gotta take what I can get.  

Why does only the 8th floor of this building have ""smoking restricted in this area"" signs? ... and why are they gratuitously located EVERYWHERE on that floor?  Does that particular section of marketing have a bad smoking habit, finding themeselves unable to wait the 14.7 seconds it takes to get downstairs via elevator?  

Fords Market....ahhh yes fords market.  So, I was talking to lil ol' Gravediggerblues  on AOL messenger..hehehe this amuses me to no end.  Anyhoo, I think I was annoying him which I gained a certain level of satisfaction from.  I still think he's incredibly inticing... but I lost much respect for him ... his replies were pathetic.  I realize I can be a ""bit"" overbearing and maybe sometimes just flat out ridiulous....but C'mon!!!

...lori lori whats the story, all these boys think you are boring... they just see your bobby socks now whats beneath those curly locks?  ..
... it makes mad, when I see them make you sad...sometimes I want to be real bad....

He should appreciate silly provoking comments.... but alas, I recieved banter, such as this quotable future party anecdote, ""boys smell funny""...""I like girls""

I think I'll get that tattooed on my forehead...

So, I talked to Ultravylent about the ""changing face of the nation"" and how we're both going to join the peace corps...and become peacecore!   I was shocked to discover the nation even had a face.  All this time I thought we were the land of stolen pursuits.  Initially being property, I held onto its original intent.  Actually we discussed no such thing.  We talked about boys, friends, former friends, religion, sarcasm.  For a transcirpt of our conversation send a S.A.S.E. to 
The Arbiter
1910 University Way
Boise, ID 83725

please include your address, and 13.61 for shipping, as it was a long conversation.?","Sorry, no answer found for make the desire stop!!!!!!!!!!!!`."
"What are some interesting facts about make the desire stop!!!!!!!!!!!!`?","Sorry, no answer found for make the desire stop!!!!!!!!!!!!`."
"Who are the experts on make the desire stop!!!!!!!!!!!!`?","Sorry, no answer found for make the desire stop!!!!!!!!!!!!`."
"What are the benefits of learning about make the desire stop!!!!!!!!!!!!`?","Sorry, no answer found for make the desire stop!!!!!!!!!!!!`."
"What are the challenges of learning about make the desire stop!!!!!!!!!!!!`?","Sorry, no answer found for make the desire stop!!!!!!!!!!!!`."
"What is the history of make the desire stop!!!!!!!!!!!!`?","Sorry, no answer found for make the desire stop!!!!!!!!!!!!`."
"What are the future trends of make the desire stop!!!!!!!!!!!!`?","Sorry, no answer found for make the desire stop!!!!!!!!!!!!`."
"What is I dont need your attitude?","Sorry, no answer found for I dont need your attitude."
"Can you explain I dont need your attitude?","Sorry, no answer found for I dont need your attitude."
"What are the key points of I dont need your attitude?","Sorry, no answer found for I dont need your attitude."
"How does I dont need your attitude relate to CHeck it!!  

Suzanne stepped on her glasses, now they're all crooked rain.

Okay, anyone with words of wisdom or something satifyingly distracting, please comment on this crappy situation.

Two of my friends, over here in Ideeho, lets call them....Steremy and Jeffanie are celebrating their glorious one year anniversary...yay for them.... boo for anyone who ever knew them.

I introduced them several years ago, and I'm kicking myself for it, because they've turned into exactly what it is that I despise in cohabitant lovuhs.  She's his mommy who tells him what he likes, what he can do, who he should associate with...etc.  And he is her whipping boy in more ways than one.  

Three weeks ago .....

Jeffanie and I were at the Boise Cafe soaking in some culture over cups of tainted coffee and soy...  She got really silent and dismissive (anything I said, was meandering and pointless...it usually is anyways, but c'mon dont make me AWARE of it!!!).  I asked her, like any curious patron, what the hell is wrong with you?..only a little more perfumed and nice.  She just shrugged her shoulders in that annoying...I dont want to talk about it way...that for the record...I HATE!!!!  Whats the point of giving off signals that somethings wrong if you're not willing to discuss it?  

So, like any frustrated and ignored friend, I drove her home...  I even put on some joyful music... super noise pop infiltrated with glee.... I thought it would make her cheer up.... What do I know?  So, as we approached her house, we saw STeremy walking down the street, and like some lovesick whore, she screamed, ""stop the car!!"" and immediately jumped out....""steremy!!!! Oh I love you!!"" as they embraced like they hadn't seen eachother since the wall went up in Berlin..both being trapped on opposing sides..only there was no damned wall, and it had only been 3 hours since they'd last embraced... Gimme a break! 

So, I parked...they walked up with arms linked....oh how nauseating....

At this point, she acted like I no longer was there...in fact she does this every damn time he shows up.  I'll ask her a question and she'll completely ignore me...so he answers.  So, that little story played itself out as I asked if they wanted to go downtown.  Steremy said, Yea!  She looked at me and ignored the question.  

So, if this were an isolated incident, I could get over it and move on with my life not holding any type of grudge, but NO, no no ...my friends, this has been repeating itself for the last 8 months and honestly I'm soo damned sick of it.. NO more... the fucked up thing is that Steremy is still cool to be around, its just Jeffanie.

So, last friday STeremy got liquored up at  Ye Olde"" Pub, Neurolux and I just laid it all out on the tiny table.....YO, you're girlfriend, my Former friend, sucks to be around.... in much nicer words.  He actually .....shock, dismay, gasp....disbelief!!! AGREED!!!!

Apparently this is no friend issue.  She gets mad when he reads a book and doesn't give her his full attention... and when he wants to watch one of his many italian horror films...(?), she gets mad...for the lack of attention...  So, as we drank more, it was getting clear that my non-prescence in their relationship over the last 3 weeks, has sorta made these issues more pressing.  He has no escape...none ..bwa bwa hahahhahahahaa!!!!  

So, he made it evident he wants to break up with her....only it was kinda creepy because he says these...lets just say ""weird inuendo latant"" comments that make me feel really uncomfortable.

So, speed ahead..... Monday..

*Angry Message on my Telephonic Message Box* ..
""Jenny, Call me when you get home !!!!!!!""  (love always, Jeffanie)

Of course I didn't call, because I sorta got the feeling some sort of catastrophic control was lost on her part and I was now the Naying Scape Goat!!!  (naying, says suzanne the goat expert)....or she says, ""grunting"".....   

Hell no.... so was I wrong to not address the issue.... am I just a suck ass bitch?  I think I was in the right...

What do you think?

Currently I've encorporated the help of Private INvestigator, Aaron...code name Flying Pie.  He made contact with Jeffanie only last week.  He's going to seed the clouds of bitchiness and find what sort of turbulance I have to expect in the coming weeks.?","Sorry, no answer found for I dont need your attitude."
"What are some interesting facts about I dont need your attitude?","Sorry, no answer found for I dont need your attitude."
"Who are the experts on I dont need your attitude?","Sorry, no answer found for I dont need your attitude."
"What are the benefits of learning about I dont need your attitude?","Sorry, no answer found for I dont need your attitude."
